fichier,label_reel,prediction,image_path,resultat_complet,correct
45.jpg,droit,droit,..\images\45.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[ 85, 101, 113],
        [ 85, 101, 113],
        [ 85, 101, 113],
        ...,
        [192, 214, 232],
        [192, 214, 232],
        [192, 214, 232]],

       [[ 85, 101, 113],
        [ 85, 101, 113],
        [ 85, 101, 113],
        ...,
        [192, 214, 232],
        [192, 214, 232],
        [192, 214, 232]],

       [[ 85, 101, 113],
        [ 85, 101, 113],
        [ 85, 101, 113],
        ...,
        [192, 214, 232],
        [192, 214, 232],
        [192, 214, 232]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.0, 'variation_centres': 0.0817945273030969, 'angles': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'longueurs': [1739.0, 1717.0, 1716.0, 1661.0, 1660.0, 1659.0, 1574.0, 1479.0, 1361.0, 1361.0]}}",True
46.jpg,droit,droit,..\images\46.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[237, 240, 231],
        [237, 240, 231],
        [237, 240, 231],
        ...,
        [228, 236, 236],
        [228, 236, 236],
        [228, 236, 236]],

       [[237, 240, 231],
        [237, 240, 231],
        [237, 240, 231],
        ...,
        [228, 236, 236],
        [228, 236, 236],
        [228, 236, 236]],

       [[237, 240, 231],
        [237, 240, 231],
        [237, 240, 231],
        ...,
        [228, 236, 236],
        [228, 236, 236],
        [228, 236, 236]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 1.6074292853297267, 'variation_centres': 0.0014049476044172182, 'angles': [12.983542468882037, 13.005693791201038, 12.987693165356557, 12.987693165356557, 12.987693165356557, 13.000160918805495, 11.007091907636298, 12.99601442039563, 9.00376879589082, 9.00376879589082], 'longueurs': [3102.3117187026837, 3101.562187027692, 3101.3372922015433, 3101.3372922015433, 3101.3372922015433, 3098.4141104765195, 3079.6546884350523, 3072.7051599527085, 3060.7139689948162, 3060.7139689948162]}}",True
47.jpg,droit,droit,..\images\47.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.0, 'variation_centres': 0.017986763334395712, 'angles': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'longueurs': [3023.0, 3023.0, 3023.0, 3023.0, 3022.0, 3013.0, 3013.0, 2789.0, 2789.0, 2788.0]}}",True
48.jpg,tournant,tournant,..\images\48.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[163, 181, 182],
        [163, 181, 182],
        [163, 181, 182],
        ...,
        [140, 175, 188],
        [140, 175, 188],
        [140, 175, 188]],

       [[163, 181, 182],
        [163, 181, 182],
        [163, 181, 182],
        ...,
        [140, 175, 188],
        [140, 175, 188],
        [140, 175, 188]],

       [[162, 180, 181],
        [162, 180, 181],
        [162, 180, 181],
        ...,
        [140, 175, 188],
        [140, 175, 188],
        [140, 175, 188]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 7.242207160105627, 'variation_centres': 0.4415751734626383, 'angles': [21.997727990003415, 22.020817839319765, 21.969895027574143, 21.969895027574143, 21.969895027574143, 22.00896240322227, 21.99006428622308, 23.04982216306621, -2.015442079740359, 21.939679575728416], 'longueurs': [1083.9100516186757, 1066.827539951983, 1010.3727035109371, 1010.3727035109371, 1010.3727035109371, 973.9784391864124, 958.7502281616416, 758.5598196582785, 682.4221567329126, 615.5818385885016]}}",True
49.jpg,droit,droit,..\images\49.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ..., 255, 255, 255],
       [  0,   0,   0, ..., 255, 255, 255],
       [  0,   0,   0, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ..., 255, 255, 255],
       [  0,   0,   0, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[151, 168, 177],
        [151, 168, 177],
        [151, 168, 177],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[151, 168, 177],
        [151, 168, 177],
        [151, 168, 177],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[151, 168, 177],
        [151, 168, 177],
        [151, 168, 177],
        ...,
        [177, 187, 197],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[ 88, 110, 135],
        [ 88, 110, 135],
        [ 87, 109, 134],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[ 88, 110, 135],
        [ 88, 110, 135],
        [ 87, 109, 134],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[ 88, 110, 135],
        [ 88, 110, 135],
        [ 87, 109, 134],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.015299663531313748, 'variation_centres': 0.06407630281427684, 'angles': [-1.0150564336473396, -0.9751531430925626, -0.9765380357615641, -0.9956265733584401, -0.9914758382905311, -0.9959714236549392, -1.0058879841675714, -1.0271981244355795, -0.98776039963981, -0.9934688562825819], 'longueurs': [1411.2214567529788, 1410.204240526882, 1408.2045305991599, 1381.2085287891905, 1329.1990069210856, 1323.1999093107586, 1253.193121589805, 1227.1972131650234, 1218.1810210309468, 1211.1820672384479]}}",True
5.jpg,droit,droit,..\images\5.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 99, 104, 105],
        ...,
        [192, 194, 194],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 2.101450576377442, 'variation_centres': 0.018518025675386268, 'angles': [9.009996503798789, 9.009996503798789, 8.988138512228733, 9.020492752058978, 8.997349430584311, 8.989964319115005, 9.000747569232097, 9.000446850395463, 8.985670451860681, 1.995561315707744], 'longueurs': [2311.5217931051397, 2311.5217931051397, 2304.295119987889, 2302.4762756649634, 2289.1668790195267, 2233.436141912278, 2224.3904783108565, 2141.3663862123176, 2055.2228589620154, 2010.2191422827511]}}",True
50.jpg,tournant,tournant,..\images\50.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [214, 216, 217],
        ...,
        [177, 158, 121],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 12.82687510174184, 'variation_centres': 0.009959559789306254, 'angles': [-18.99893075297839, -18.99893075297839, -18.988283013495145, 8.990257893295583, 8.993792398755565, 8.993792398755565, 9.000869684994528, 8.978510950863491, 9.004412472180277, 9.004412472180277], 'longueurs': [2730.7590519853634, 2730.7590519853634, 2652.325960360076, 2534.1320012974857, 2533.1442911922722, 2533.1442911922722, 2531.1688999353637, 2531.0126431924436, 2530.1812188062736, 2530.1812188062736]}}",True
51.jpg,tournant,droit,..\images\51.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[182, 182, 182],
        [182, 182, 182],
        [185, 185, 185],
        ...,
        [151, 152, 150],
        [154, 154, 154],
        [152, 152, 152]],

       [[184, 184, 184],
        [184, 184, 184],
        [186, 186, 186],
        ...,
        [151, 152, 150],
        [154, 154, 154],
        [153, 153, 153]],

       [[185, 185, 185],
        [184, 184, 184],
        [186, 186, 186],
        ...,
        [153, 153, 153],
        [155, 156, 154],
        [153, 154, 152]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 2.093824706157474, 'variation_centres': 0.12047967176589458, 'angles': [-4.994199100718674, -4.9808221311529834, -5.003133476867995, 1.9860033255069582, -4.997719664652387, -4.982725901379301, -4.982725901379301, -5.016921036544796, -4.99133325752452, -4.990366547817776], 'longueurs': [2435.2453675143292, 2015.6113216590147, 2006.6454594671177, 1962.1786361083437, 1951.4189709029683, 1911.2226453241915, 1911.2226453241915, 1841.0532311695933, 1838.97362678207, 1804.8415442913542]}}",False
52.jpg,tournant,droit,..\images\52.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 32,  38,  45],
        ...,
        [128, 129, 127],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 3.95272176501274, 'variation_centres': 0.0519724011326656, 'angles': [16.00045621408423, 16.00045621408423, 8.998330353654206, 15.99690028333622, 8.983039191071924, 17.01702599147088, 16.99558796423539, 8.015204554604196, 17.019195306831264, 8.007895555780888], 'longueurs': [2858.7493769129187, 2858.7493769129187, 2781.2288650882365, 2750.509043795348, 2574.578217883465, 2555.90297155428, 2555.610494578546, 2538.8012919486237, 2521.421226213502, 2519.5686138702395]}}",False
53.jpg,droit,droit,..\images\53.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [ 50,  69, 102],
        ...,
        [  6,   6,   6],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[ 29,  45,  57],
        [ 31,  47,  59],
        [ 38,  54,  67],
        ...,
        [ 49,  64,  80],
        [ 51,  66,  82],
        [ 50,  65,  81]],

       [[ 31,  45,  57],
        [ 33,  47,  59],
        [ 39,  55,  68],
        ...,
        [ 53,  68,  84],
        [ 52,  67,  83],
        [ 52,  67,  83]],

       [[ 34,  48,  60],
        [ 38,  52,  64],
        [ 44,  60,  73],
        ...,
        [ 55,  70,  86],
        [ 53,  68,  84],
        [ 51,  66,  82]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.30154040872637883, 'variation_centres': 0.03689040441459638, 'angles': [1.9967957562797767, 2.003475366001551, 2.004148933239696, 1.9915895666020236, 1.997197373873397, 1.9976405827051302, 2.00564737138861, 0.9943831082584953, 1.9991996100009513, 1.9991996100009513], 'longueurs': [3070.8646990709312, 2974.8184818573386, 2973.819093354537, 2963.7903097216576, 2926.777921195935, 2782.6911434796352, 2571.5753926338616, 2535.38182528786, 2522.5354308710907, 2522.5354308710907]}}",True
54.jpg,droit,droit,..\images\54.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[ 63,  54,  51],
        [ 64,  55,  52],
        [ 64,  55,  52],
        ...,
        [151, 149, 141],
        [155, 149, 142],
        [156, 150, 143]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[157, 176, 191],
        [156, 175, 190],
        [155, 174, 189],
        ...,
        [141, 170, 185],
        [142, 171, 186],
        [144, 173, 188]],

       [[159, 178, 193],
        [157, 176, 191],
        [156, 175, 190],
        ...,
        [143, 172, 187],
        [142, 171, 186],
        [142, 171, 186]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 1.5504726320398712, 'variation_centres': 0.024016092204023932, 'angles': [4.004729922412645, 4.004729922412645, 1.9954963874123188, 4.012513020440132, 1.0075115754433663, 0.9881010566241637, 1.0099488799768708, 1.9907098467252844, 1.9936683250414955, -0.9937032562053134], 'longueurs': [3078.5168506928785, 3078.5168506928785, 3072.863485415517, 3015.3913510521315, 2900.4484136077995, 2899.431151105334, 2893.4494984360795, 2878.7373968460547, 2845.7225795920444, 2825.424923794649]}}",True
55.jpg,tournant,droit,..\images\55.jpg,"{'est_escalier': True, 'masque_escalier': array([[  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       ...,
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  2,  19,  40],
        [125, 142, 163],
        [199, 216, 237],
        ...,
        [150, 167, 186],
        [157, 174, 193],
        [162, 179, 198]],

       [[110, 127, 148],
        [174, 191, 212],
        [206, 223, 244],
        ...,
        [148, 165, 184],
        [153, 170, 189],
        [157, 174, 193]],

       [[189, 206, 227],
        [197, 214, 235],
        [193, 210, 231],
        ...,
        [144, 161, 180],
        [148, 165, 184],
        [150, 167, 186]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 0.866416021605702, 'variation_centres': 0.013757265890476494, 'angles': [-18.03550002682515, -17.983263132572866, -17.983263132572866, -17.983263132572866, -17.96489372122948, -19.992562051067885, -19.959438405469836, -19.97836859257041, -19.014051751533042, -18.958183405106194], 'longueurs': [1043.2607535990223, 1042.9515808511917, 1042.9515808511917, 1042.9515808511917, 1040.740601687087, 1035.396059486417, 1034.114597131285, 1033.174719009326, 969.9200998020403, 969.5947607119172]}}",False
56.jpg,droit,droit,..\images\56.jpg,"{'est_escalier': True, 'masque_escalier': array([[0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       ...,
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0],
       [0, 0, 0, ..., 0, 0, 0]], dtype=uint8), 'image_classification': array([[[169, 170, 174],
        [169, 170, 174],
        [170, 171, 175],
        ...,
        [129, 136, 133],
        [129, 136, 133],
        [128, 135, 132]],

       [[169, 170, 174],
        [169, 170, 174],
        [170, 171, 175],
        ...,
        [129, 136, 133],
        [129, 136, 133],
        [128, 135, 132]],

       [[169, 170, 174],
        [169, 170, 174],
        [170, 171, 175],
        ...,
        [129, 136, 133],
        [129, 136, 133],
        [128, 135, 132]],

       ...,

       [[148, 162, 168],
        [159, 171, 177],
        [161, 171, 178],
        ...,
        [ 73, 107, 130],
        [ 69, 105, 129],
        [ 64, 100, 124]],

       [[148, 162, 168],
        [157, 171, 177],
        [161, 171, 178],
        ...,
        [ 73, 107, 130],
        [ 69, 105, 129],
        [ 64, 100, 124]],

       [[146, 162, 168],
        [157, 171, 177],
        [161, 172, 176],
        ...,
        [ 73, 107, 130],
        [ 69, 105, 129],
        [ 64, 100, 124]]], dtype=uint8), 'type_escalier': 'droit', 'metriques': {'ecart_type_angles': 6.394747877117059, 'variation_centres': 0.09943072947137281, 'angles': [25.988543863238455, 5.988148375775512, 3.0447784441939847, 2.980756821414326, 5.014312687415743, 5.020315939634565, 4.957485601937516, 6.996096458275345, 6.996096458275345, 5.0224113522973495], 'longueurs': [933.3820225395388, 862.7073663763397, 847.1959631631869, 846.1447866647883, 835.1963840917895, 834.2002157755654, 810.0302463488632, 771.746072228424, 771.746072228424, 753.8945549611033]}}",True
57.jpg,droit,tournant,..\images\57.jpg,"{'est_escalier': True, 'masque_escalier': array([[255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       [255, 255, 255, ..., 255, 255, 255],
       ...,
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0],
       [  0,   0,   0, ...,   0,   0,   0]], dtype=uint8), 'image_classification': array([[[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [255, 255, 255],
        ...,
        [151, 167, 179],
        [  0, 255,   0],
        [  0, 255,   0]],

       ...,

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0],
        ...,
        [  0, 255,   0],
        [  0, 255,   0],
        [  0, 255,   0]],

       [[153, 152, 172],
        [170, 169, 189],
        [190, 189, 209],
        ...,
        [164, 164, 182],
        [205, 205, 223],
        [221, 221, 239]]], dtype=uint8), 'type_escalier': 'tournant', 'metriques': {'ecart_type_angles': 3.634781087605155, 'variation_centres': 0.629879553734325, 'angles': [-9.993211579538023, 1.000300856228831, -9.990531082202128, -10.007979801441337, -1.0341075448834438, -3.922712890510474, -3.9301755457254806, -4.046687733435652, -3.937666604497355, -3.937666604497355], 'longueurs': [674.2291895194096, 630.0960244280232, 570.6531345747608, 569.6683245538583, 554.0902453571981, 526.232838199974, 525.235185416971, 524.3071618812774, 524.2375415782429, 524.2375415782429]}}",False
